Label,Pixel in mm
Patient01586_Plane3_3_of_4.png,0.105708245
Patient01588_Plane3_1_of_4.png,0.101010101
Patient01590_Plane3_6_of_6.png,0.189393939
Patient01591_Plane3_3_of_4.png,0.218579235
Patient01596_Plane3_1_of_5.png,0.103305785
Patient01599_Plane3_1_of_2.png,0.105708245
Patient01601_Plane3_1_of_1.png,0.101010101
Patient01602_Plane3_4_of_6.png,0.108225108
Patient01602_Plane3_5_of_6.png,0.108225108
Patient01603_Plane3_3_of_3.png,0.174825175
Patient01604_Plane3_2_of_4.png,0.181818182
Patient01604_Plane3_3_of_4.png,0.181818182
Patient01605_Plane3_1_of_2.png,0.122850123
Patient01606_Plane3_4_of_5.png,0.110192837
Patient01607_Plane3_2_of_2.png,0.103305785
Patient01610_Plane3_1_of_9.png,0.142045455
Patient01610_Plane3_8_of_9.png,0.122850123
Patient01611_Plane3_2_of_3.png,0.09469697
Patient01612_Plane3_3_of_3.png,0.097860764
Patient01613_Plane3_2_of_2.png,0.097860764
Patient01614_Plane3_2_of_2.png,0.104384134
Patient01616_Plane3_3_of_3.png,0.08912656
Patient01620_Plane3_2_of_3.png,0.116550117
Patient01620_Plane3_3_of_3.png,0.119617225
Patient01621_Plane3_2_of_3.png,0.122850123
Patient01624_Plane3_2_of_2.png,0.105708245
Patient01628_Plane3_3_of_4.png,0.110864745
Patient01634_Plane3_2_of_4.png,0.233100233
Patient01635_Plane3_4_of_4.png,0.103305785
Patient01638_Plane3_2_of_2.png,0.189393939
Patient01640_Plane3_2_of_3.png,0.110864745
Patient01640_Plane3_3_of_3.png,0.110864745
Patient01644_Plane3_1_of_3.png,0.098814229
Patient01647_Plane3_3_of_9.png,0.110864745
Patient01647_Plane3_8_of_9.png,0.110864745
Patient01648_Plane3_1_of_6.png,0.126262626
Patient01648_Plane3_4_of_6.png,0.126262626
Patient01649_Plane3_4_of_5.png,0.181818182
Patient01650_Plane3_1_of_6.png,0.275482094
Patient01650_Plane3_3_of_6.png,0.275482094
Patient01650_Plane3_4_of_6.png,0.137741047
Patient01650_Plane3_6_of_6.png,0.137741047
Patient01651_Plane3_2_of_2.png,0.116550117
Patient01652_Plane3_2_of_2.png,0.103305785
Patient01653_Plane3_1_of_11.png,0.101010101
Patient01653_Plane3_2_of_11.png,0.101010101
Patient01653_Plane3_4_of_11.png,0.101010101
Patient01653_Plane3_6_of_11.png,0.101010101
Patient01653_Plane3_9_of_11.png,0.101010101
Patient01655_Plane3_3_of_3.png,0.107984364
Patient01659_Plane3_3_of_3.png,0.142342676
Patient01662_Plane3_2_of_3.png,0.108225108
Patient01665_Plane3_2_of_3.png,0.20661157
Patient01667_Plane3_2_of_3.png,0.181818182
Patient01668_Plane3_2_of_3.png,0.116550117
Patient01669_Plane3_3_of_3.png,0.113636364
Patient01670_Plane3_2_of_7.png,0.105708245
Patient01670_Plane3_6_of_7.png,0.059031877
Patient01671_Plane3_3_of_3.png,0.195721527
Patient01672_Plane3_1_of_2.png,0.107984364
Patient01675_Plane3_2_of_2.png,0.240888396
Patient01676_Plane3_2_of_3.png,0.23923445
Patient01677_Plane3_1_of_3.png,0.197628458
Patient01678_Plane3_2_of_8.png,0.151515152
Patient01678_Plane3_3_of_8.png,0.168350168
Patient01678_Plane3_4_of_8.png,0.168350168
Patient01678_Plane3_5_of_8.png,0.151515152
Patient01678_Plane3_6_of_8.png,0.168350168
Patient01679_Plane3_8_of_9.png,0.119617225
Patient01680_Plane3_2_of_8.png,0.119617225
Patient01680_Plane3_5_of_8.png,0.119617225
Patient01692_Plane3_2_of_4.png,0.126262626
Patient01697_Plane3_2_of_2.png,0.104166667
Patient01698_Plane3_1_of_4.png,0.113636364
Patient01698_Plane3_4_of_4.png,0.114810563
Patient01700_Plane3_1_of_1.png,0.103305785
Patient01701_Plane3_2_of_3.png,0.20661157
Patient01702_Plane3_5_of_8.png,0.105708245
Patient01703_Plane3_2_of_3.png,0.108225108
Patient01704_Plane3_2_of_2.png,0.126262626
Patient01706_Plane3_3_of_4.png,0.096711799
Patient01707_Plane3_1_of_2.png,0.108225108
Patient01708_Plane3_1_of_2.png,0.137741047
Patient01710_Plane3_2_of_5.png,0.113636364
Patient01711_Plane3_1_of_2.png,0.174825175
Patient01713_Plane3_1_of_3.png,0.174825175
Patient01713_Plane3_2_of_3.png,0.174825175
Patient01717_Plane3_2_of_3.png,0.092103082
Patient01718_Plane3_1_of_4.png,0.103455411
Patient01719_Plane3_2_of_3.png,0.116550117
Patient01721_Plane3_1_of_6.png,0.092764378
Patient01721_Plane3_3_of_6.png,0.092764378
Patient01721_Plane3_4_of_6.png,0.092764378
Patient01722_Plane3_2_of_2.png,0.103305785
Patient01723_Plane3_2_of_2.png,0.174825175
Patient01726_Plane3_1_of_2.png,0.23923445
Patient01730_Plane3_1_of_3.png,0.105708245
Patient01731_Plane3_1_of_6.png,0.105708245
Patient01731_Plane3_4_of_6.png,0.101010101
Patient01732_Plane3_1_of_3.png,0.105708245
Patient01735_Plane3_1_of_2.png,0.156739812
Patient01737_Plane3_1_of_1.png,0.252525253
Patient01739_Plane3_3_of_3.png,0.195721527
Patient01745_Plane3_2_of_2.png,0.087412587
Patient01747_Plane3_1_of_1.png,0.101010101
Patient01750_Plane3_2_of_3.png,0.076379023
Patient01751_Plane3_2_of_2.png,0.080295487
Patient01752_Plane3_3_of_4.png,0.099940036
Patient01759_Plane3_1_of_3.png,0.23923445
Patient01761_Plane3_1_of_2.png,0.13368984
Patient01768_Plane3_1_of_2.png,0.174825175
Patient01769_Plane3_3_of_3.png,0.215968728
Patient01773_Plane3_2_of_2.png,0.105708245
Patient01776_Plane3_3_of_5.png,0.23923445
Patient01777_Plane3_2_of_4.png,0.116550117
Patient01778_Plane3_1_of_2.png,0.13368984
Patient01779_Plane3_4_of_4.png,0.098814229
Patient01780_Plane3_3_of_3.png,0.216450216
Patient01782_Plane3_2_of_2.png,0.105708245
Patient01785_Plane3_1_of_3.png,0.098814229
Patient01786_Plane3_1_of_3.png,0.096711799
Patient01787_Plane3_2_of_2.png,0.126262626
Patient01789_Plane3_2_of_3.png,0.216450216
Patient01790_Plane3_1_of_2.png,0.122850123
Patient01791_Plane3_1_of_3.png,0.216450216
